1, 27.5, 75, 0 
2, 27.5, 75, 420
1, 8.97448e-009, -8.13016e-008, 0
2, 45.296, 0, 0
3, 50.296, 5, 0
4, 50.296, 145, 0
5, 45.296, 150, 0
6, 8.97449e-009, 150, 0
7, 1.74177e-008, -4.704, 0
8, 45.296, -4.704, 0
9, 55, 5, 0
10, 55, 145, 0
11, 45.296, 154.704, 0
12, 1.74177e-008, 154.704, 0
13, 8.97448e-009, -8.13016e-008, 420
14, 45.296, 0, 420
15, 45.296, -4.704, 420
16, 1.74177e-008, -4.704, 420
17, 50.296, 5, 420
18, 55, 5, 420
19, 50.296, 145, 420
20, 55, 145, 420
21, 45.296, 150, 420
22, 45.296, 154.704, 420
23, 8.97449e-009, 150, 420
24, 1.74177e-008, 154.704, 420
25, 5.03289, -7.22681e-008, 0
26, 10.0658, -6.32346e-008, 0
27, 15.0987, -5.42011e-008, 0
28, 20.1316, -4.51676e-008, 0
29, 25.1644, -3.61341e-008, 0
30, 30.1973, -2.71005e-008, 0
31, 35.2302, -1.8067e-008, 0
32, 40.2631, -9.03351e-009, 0
33, 47.206, 0.427758, 0
34, 48.8341, 1.46193, 0
35, 49.8682, 3.09001, 0
36, 50.296, 10, 0
37, 50.296, 15, 0
38, 50.296, 20, 0
39, 50.296, 25, 0
40, 50.296, 30, 0
41, 50.296, 35, 0
42, 50.296, 40, 0
43, 50.296, 45, 0
44, 50.296, 50, 0
45, 50.296, 55, 0
46, 50.296, 60, 0
47, 50.296, 65, 0
48, 50.296, 70, 0
49, 50.296, 75, 0
50, 50.296, 80, 0
51, 50.296, 85, 0
52, 50.296, 90, 0
53, 50.296, 95, 0
54, 50.296, 100, 0
55, 50.296, 105, 0
56, 50.296, 110, 0
57, 50.296, 115, 0
58, 50.296, 120, 0
59, 50.296, 125, 0
60, 50.296, 130, 0
61, 50.296, 135, 0
62, 50.296, 140, 0
63, 49.8682, 146.91, 0
64, 48.8341, 148.538, 0
65, 47.206, 149.572, 0
66, 40.2631, 150, 0
67, 35.2302, 150, 0
68, 30.1973, 150, 0
69, 25.1644, 150, 0
70, 20.1316, 150, 0
71, 15.0987, 150, 0
72, 10.0658, 150, 0
73, 5.03289, 150, 0
74, 5.03289, -4.704, 0
75, 10.0658, -4.704, 0
76, 15.0987, -4.704, 0
77, 20.1316, -4.704, 0
78, 25.1644, -4.704, 0
79, 30.1973, -4.704, 0
80, 35.2302, -4.704, 0
81, 40.2631, -4.704, 0
82, 49.0029, -3.87381, 0
83, 52.1627, -1.86669, 0
84, 54.1698, 1.29309, 0
85, 55, 10, 0
86, 55, 15, 0
87, 55, 20, 0
88, 55, 25, 0
89, 55, 30, 0
90, 55, 35, 0
91, 55, 40, 0
92, 55, 45, 0
93, 55, 50, 0
94, 55, 55, 0
95, 55, 60, 0
96, 55, 65, 0
97, 55, 70, 0
98, 55, 75, 0
99, 55, 80, 0
100, 55, 85, 0
101, 55, 90, 0
102, 55, 95, 0
103, 55, 100, 0
104, 55, 105, 0
105, 55, 110, 0
106, 55, 115, 0
107, 55, 120, 0
108, 55, 125, 0
109, 55, 130, 0
110, 55, 135, 0
111, 55, 140, 0
112, 54.1698, 148.707, 0
113, 52.1627, 151.867, 0
114, 49.0029, 153.874, 0
115, 40.2631, 154.704, 0
116, 35.2302, 154.704, 0
117, 30.1973, 154.704, 0
118, 25.1644, 154.704, 0
119, 20.1316, 154.704, 0
120, 15.0987, 154.704, 0
121, 10.0658, 154.704, 0
122, 5.03289, 154.704, 0
123, 5.03289, -7.22681e-008, 420
124, 10.0658, -6.32346e-008, 420
125, 15.0987, -5.42011e-008, 420
126, 20.1316, -4.51676e-008, 420
127, 25.1644, -3.61341e-008, 420
128, 30.1973, -2.71005e-008, 420
129, 35.2302, -1.8067e-008, 420
130, 40.2631, -9.03351e-009, 420
131, 40.2631, -4.704, 420
132, 35.2302, -4.704, 420
133, 30.1973, -4.704, 420
134, 25.1644, -4.704, 420
135, 20.1316, -4.704, 420
136, 15.0987, -4.704, 420
137, 10.0658, -4.704, 420
138, 5.03289, -4.704, 420
139, 8.97448e-009, -8.13016e-008, 5
140, 8.97448e-009, -8.13016e-008, 10
141, 8.97448e-009, -8.13016e-008, 15
142, 8.97448e-009, -8.13016e-008, 20
143, 8.97448e-009, -8.13016e-008, 25
144, 8.97448e-009, -8.13016e-008, 30
145, 8.97448e-009, -8.13016e-008, 35
146, 8.97448e-009, -8.13016e-008, 40
147, 8.97448e-009, -8.13016e-008, 45
148, 8.97448e-009, -8.13016e-008, 50
149, 8.97448e-009, -8.13016e-008, 55
150, 8.97448e-009, -8.13016e-008, 60
151, 8.97448e-009, 0.25, 65
152, 8.97448e-009, 0.5, 70
153, 8.97448e-009, 0.75, 75
154, 8.97448e-009, 1, 80
155, 8.97448e-009, 1.25, 85
156, 8.97448e-009, 1.5, 90
157, 8.97448e-009, 1.75, 95
158, 8.97448e-009, 2, 100
159, 8.97448e-009, 2.25, 105
160, 8.97448e-009, 2.5, 110
161, 8.97448e-009, 2.75, 115
162, 8.97448e-009, 3, 120
163, 8.97448e-009, 3.25, 125
164, 8.97448e-009, 3.5, 130
165, 8.97448e-009, 3.75, 135
166, 8.97448e-009, 4, 140
167, 8.97448e-009, 4.25, 145
168, 8.97448e-009, 4.5, 150
169, 8.97448e-009, 4.75, 155
170, 8.97448e-009, 5, 160
171, 8.97448e-009, 5.25, 165
172, 8.97448e-009, 5.5, 170
173, 8.97448e-009, 5.75, 175
174, 8.97448e-009, 6, 180
175, 8.97448e-009, 6.25, 185
176, 8.97448e-009, 6.25, 190
177, 8.97448e-009, 6.25, 195
178, 8.97448e-009, 6.25, 200
179, 8.97448e-009, 6.25, 205
180, 8.97448e-009, 6.25, 210
181, 8.97448e-009, 6.25, 215
182, 8.97448e-009, 6.25, 220
183, 8.97448e-009, 6.25, 225
184, 8.97448e-009, 6.25, 230
185, 8.97448e-009, 6.25, 235
186, 8.97448e-009, 6, 240
187, 8.97448e-009, 5.75, 245
188, 8.97448e-009, 5.5, 250
189, 8.97448e-009, 5.25, 255
190, 8.97448e-009, 5, 260
191, 8.97448e-009, 4.75, 265
192, 8.97448e-009, 4.5, 270
193, 8.97448e-009, 4.25, 275
194, 8.97448e-009, 4, 280
195, 8.97448e-009, 3.75, 285
196, 8.97448e-009, 3.5, 290
197, 8.97448e-009, 3.25, 295
198, 8.97448e-009, 3, 300
199, 8.97448e-009, 2.75, 305
200, 8.97448e-009, 2.5, 310
201, 8.97448e-009, 2.25, 315
202, 8.97448e-009, 2, 320
203, 8.97448e-009, 1.75, 325
204, 8.97448e-009, 1.5, 330
205, 8.97448e-009, 1.25, 335
206, 8.97448e-009, 1, 340
207, 8.97448e-009, 0.75, 345
208, 8.97448e-009, 0.5, 350
209, 8.97448e-009, 0.25, 355
210, 8.97448e-009, -8.13016e-008, 360
211, 8.97448e-009, -8.13016e-008, 365
212, 8.97448e-009, -8.13016e-008, 370
213, 8.97448e-009, -8.13016e-008, 375
214, 8.97448e-009, -8.13016e-008, 380
215, 8.97448e-009, -8.13016e-008, 385
216, 8.97448e-009, -8.13016e-008, 390
217, 8.97448e-009, -8.13016e-008, 395
218, 8.97448e-009, -8.13016e-008, 400
219, 8.97448e-009, -8.13016e-008, 405
220, 8.97448e-009, -8.13016e-008, 410
221, 8.97448e-009, -8.13016e-008, 415
222, 45.296, 0, 5
223, 45.296, 0, 10
224, 45.296, 0, 15
225, 45.296, 0, 20
226, 45.296, 0, 25
227, 45.296, 0, 30
228, 45.296, 0, 35
229, 45.296, 0, 40
230, 45.296, 0, 45
231, 45.296, 0, 50
232, 45.296, 0, 55
233, 45.296, 0, 60
234, 45.046, 0.25, 65
235, 44.796, 0.5, 70
236, 44.546, 0.75, 75
237, 44.296, 1, 80
238, 44.046, 1.25, 85
239, 43.796, 1.5, 90
240, 43.546, 1.75, 95
241, 43.296, 2, 100
242, 43.046, 2.25, 105
243, 42.796, 2.5, 110
244, 42.546, 2.75, 115
245, 42.296, 3, 120
246, 42.046, 3.25, 125
247, 41.796, 3.5, 130
248, 41.546, 3.75, 135
249, 41.296, 4, 140
250, 41.046, 4.25, 145
251, 40.796, 4.5, 150
252, 40.546, 4.75, 155
253, 40.296, 5, 160
254, 40.046, 5.25, 165
255, 39.796, 5.5, 170
256, 39.546, 5.75, 175
257, 39.296, 6, 180
258, 39.046, 6.25, 185
259, 39.046, 6.25, 190
260, 39.046, 6.25, 195
261, 39.046, 6.25, 200
262, 39.046, 6.25, 205
263, 39.046, 6.25, 210
264, 39.046, 6.25, 215
265, 39.046, 6.25, 220
266, 39.046, 6.25, 225
267, 39.046, 6.25, 230
268, 39.046, 6.25, 235
269, 39.296, 6, 240
270, 39.546, 5.75, 245
271, 39.796, 5.5, 250
272, 40.046, 5.25, 255
273, 40.296, 5, 260
274, 40.546, 4.75, 265
275, 40.796, 4.5, 270
276, 41.046, 4.25, 275
277, 41.296, 4, 280
278, 41.546, 3.75, 285
279, 41.796, 3.5, 290
280, 42.046, 3.25, 295
281, 42.296, 3, 300
282, 42.546, 2.75, 305
283, 42.796, 2.5, 310
284, 43.046, 2.25, 315
285, 43.296, 2, 320
286, 43.546, 1.75, 325
287, 43.796, 1.5, 330
288, 44.046, 1.25, 335
289, 44.296, 1, 340
290, 44.546, 0.75, 345
291, 44.796, 0.5, 350
292, 45.046, 0.25, 355
293, 45.296, 0, 360
294, 45.296, 0, 365
295, 45.296, 0, 370
296, 45.296, 0, 375
297, 45.296, 0, 380
298, 45.296, 0, 385
299, 45.296, 0, 390
300, 45.296, 0, 395
301, 45.296, 0, 400
302, 45.296, 0, 405
303, 45.296, 0, 410
304, 45.296, 0, 415
305, 45.296, -4.704, 5
306, 45.296, -4.704, 10
307, 45.296, -4.704, 15
308, 45.296, -4.704, 20
309, 45.296, -4.704, 25
310, 45.296, -4.704, 30
311, 45.296, -4.704, 35
312, 45.296, -4.704, 40
313, 45.296, -4.704, 45
314, 45.296, -4.704, 50
315, 45.296, -4.704, 55
316, 45.296, -4.704, 60
317, 45.046, -4.454, 65
318, 44.796, -4.204, 70
319, 44.546, -3.954, 75
320, 44.296, -3.704, 80
321, 44.046, -3.454, 85
322, 43.796, -3.204, 90
323, 43.546, -2.954, 95
324, 43.296, -2.704, 100
325, 43.046, -2.454, 105
326, 42.796, -2.204, 110
327, 42.546, -1.954, 115
328, 42.296, -1.704, 120
329, 42.046, -1.454, 125
330, 41.796, -1.204, 130
331, 41.546, -0.954, 135
332, 41.296, -0.704, 140
333, 41.046, -0.454, 145
334, 40.796, -0.204, 150
335, 40.546, 0.046, 155
336, 40.296, 0.296, 160
337, 40.046, 0.546, 165
338, 39.796, 0.796, 170
339, 39.546, 1.046, 175
340, 39.296, 1.296, 180
341, 39.046, 1.546, 185
342, 39.046, 1.546, 190
343, 39.046, 1.546, 195
344, 39.046, 1.546, 200
345, 39.046, 1.546, 205
346, 39.046, 1.546, 210
347, 39.046, 1.546, 215
348, 39.046, 1.546, 220
349, 39.046, 1.546, 225
350, 39.046, 1.546, 230
351, 39.046, 1.546, 235
352, 39.296, 1.296, 240
353, 39.546, 1.046, 245
354, 39.796, 0.796, 250
355, 40.046, 0.546, 255
356, 40.296, 0.296, 260
357, 40.546, 0.046, 265
358, 40.796, -0.204, 270
359, 41.046, -0.454, 275
360, 41.296, -0.704, 280
361, 41.546, -0.954, 285
362, 41.796, -1.204, 290
363, 42.046, -1.454, 295
364, 42.296, -1.704, 300
365, 42.546, -1.954, 305
366, 42.796, -2.204, 310
367, 43.046, -2.454, 315
368, 43.296, -2.704, 320
369, 43.546, -2.954, 325
370, 43.796, -3.204, 330
371, 44.046, -3.454, 335
372, 44.296, -3.704, 340
373, 44.546, -3.954, 345
374, 44.796, -4.204, 350
375, 45.046, -4.454, 355
376, 45.296, -4.704, 360
377, 45.296, -4.704, 365
378, 45.296, -4.704, 370
379, 45.296, -4.704, 375
380, 45.296, -4.704, 380
381, 45.296, -4.704, 385
382, 45.296, -4.704, 390
383, 45.296, -4.704, 395
384, 45.296, -4.704, 400
385, 45.296, -4.704, 405
386, 45.296, -4.704, 410
387, 45.296, -4.704, 415
388, 1.74177e-008, -4.704, 5
389, 1.74177e-008, -4.704, 10
